Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
orlistat CTD 00002339,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,ERBB2
taurine CTD 00006829,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,STAT3
Puerarin CTD 00001616,1/58,0.0286306380412391,0.0428282969055249,0,0,38.85575048732944,138.06527849839193,PML
nocodazole CTD 00007087,1/58,0.0286306380412391,0.0428282969055249,0,0,38.85575048732944,138.06527849839193,MDM2
5'-adenylic acid BOSS,1/58,0.0286306380412391,0.0428282969055249,0,0,38.85575048732944,138.06527849839193,STAT3
sulfasalazine CTD 00006719,1/59,0.0291177336711439,0.0432606328828423,0,0,38.18390804597701,135.03387352863817,HGF
Everolimus BOSS,1/59,0.0291177336711439,0.0432606328828423,0,0,38.18390804597701,135.03387352863817,ERBB2
lovastatin BOSS,1/59,0.0291177336711439,0.0432606328828423,0,0,38.18390804597701,135.03387352863817,MDM2
TOPOTECAN HYDROCHLORIDE BOSS,1/59,0.0291177336711439,0.0432606328828423,0,0,38.18390804597701,135.03387352863817,MDM2
3-methyladenine BOSS,1/59,0.0291177336711439,0.0432606328828423,0,0,38.18390804597701,135.03387352863817,STAT3
diethylstilbestrol,1/60,0.0296046094730556,0.0436868020872658,0,0,37.53483992467044,132.1160756075347,MDM2
albendazole CTD 00007095,1/60,0.0296046094730556,0.0436868020872658,0,0,37.53483992467044,132.1160756075347,JAK2
zardaverine HL60 DOWN,1/60,0.0296046094730556,0.0436868020872658,0,0,37.53483992467044,132.1160756075347,HGF
endosulfan CTD 00005896,1/60,0.0296046094730556,0.0436868020872658,0,0,37.53483992467044,132.1160756075347,STAT3
Cephalochromin TTD 00002771,1/60,0.0296046094730556,0.0436868020872658,0,0,37.53483992467044,132.1160756075347,MDM2
dirithromycin HL60 DOWN,2/556,0.0299437730845845,0.0441069288231965,0,0,8.770758122743683,30.77162500726507,STAT3;JAK1
nifedipine,1/61,0.030091265543298,0.0441069288231965,0,0,36.907407407407405,129.30585220246812,MDM2
"1h-pyrazolo[3,4-d]pyrimidine CTD 00000742",1/61,0.030091265543298,0.0441069288231965,0,0,36.907407407407405,129.30585220246812,MDM2
DEOXYCHOLIC ACID CTD 00005765,1/61,0.030091265543298,0.0441069288231965,0,0,36.907407407407405,129.30585220246812,HGF
azathioprine BOSS,1/61,0.030091265543298,0.0441069288231965,0,0,36.907407407407405,129.30585220246812,JAK2
thimerosal BOSS,1/62,0.0305777019615051,0.0447598532734096,0,0,36.30054644808743,126.59758326788086,MDM2
bisindolylmaleimide i CTD 00002749,1/63,0.0310639188209322,0.0452894517389292,0,0,35.71326164874552,123.9860268803296,HGF
Dibenziodolium CTD 00000351,1/63,0.0310639188209322,0.0452894517389292,0,0,35.71326164874552,123.9860268803296,STAT3
resveratrol MCF7 UP,1/63,0.0310639188209322,0.0452894517389292,0,0,35.71326164874552,123.9860268803296,MDM2
PHA-665752 Kinome Scan,1/64,0.0315499162070124,0.0457536633440339,0,0,35.14462081128748,121.46628828977606,JAK2
FCCP CTD 00005590,1/64,0.0315499162070124,0.0457536633440339,0,0,35.14462081128748,121.46628828977606,MDM2
enoxaparin CTD 00006081,1/64,0.0315499162070124,0.0457536633440339,0,0,35.14462081128748,121.46628828977606,HGF
thiostrepton MCF7 UP,1/64,0.0315499162070124,0.0457536633440339,0,0,35.14462081128748,121.46628828977606,MDM2
DL-Mevalonic acid CTD 00006329,1/65,0.0320356942028436,0.0462737805152185,0,0,34.59375,119.03379191454992,STAT3
papaverine HL60 DOWN,1/65,0.0320356942028436,0.0462737805152185,0,0,34.59375,119.03379191454992,HGF
SODIUM SULFATE BOSS,1/65,0.0320356942028436,0.0462737805152185,0,0,34.59375,119.03379191454992,STAT3
h-89 CTD 00002586,1/66,0.0325212529076381,0.0468511981202385,0,0,34.05982905982906,116.68425597420442,STAT3
colchicine BOSS,1/66,0.0325212529076381,0.0468511981202385,0,0,34.05982905982906,116.68425597420442,MDM2
primaquine MCF7 DOWN,1/67,0.0330065923938031,0.047425261702675,0,0,33.54208754208754,114.4136695514984,IGF1R
FITC BOSS,1/67,0.0330065923938031,0.047425261702675,0,0,33.54208754208754,114.4136695514984,ERBB2
trichostatin A MCF7 DOWN,2/588,0.0332079208687386,0.0476518391441033,0,0,8.27815699658703,28.186850161843395,JAK2;IGF1R
hycanthone MCF7 UP,1/68,0.0334917127632155,0.0478703538448054,0,0,33.03980099502488,112.21827165973409,MDM2
5-azacytidine BOSS,1/68,0.0334917127632155,0.0478703538448054,0,0,33.03980099502488,112.21827165973409,MDM2
ebselen TTD 00007775,1/68,0.0334917127632155,0.0478703538448054,0,0,33.03980099502488,112.21827165973409,MDM2
cytarabine CTD 00005743,2/594,0.0338353978152953,0.0482476756726764,0,0,8.191722972972974,27.739203501079054,MDM2;JAK2
4-nonylphenol CTD 00001904,1/69,0.033976614095502,0.0482476756726764,0,0,32.552287581699346,110.09453231300331,ERBB2
tamoxifen,1/69,0.033976614095502,0.0482476756726764,0,0,32.552287581699346,110.09453231300331,ERBB2
triclosan CTD 00006933,1/69,0.033976614095502,0.0482476756726764,0,0,32.552287581699346,110.09453231300331,MDM2
Benz[a]anthracene CTD 00001470,1/69,0.033976614095502,0.0482476756726764,0,0,32.552287581699346,110.09453231300331,ERBB2
170449-18-0 CTD 00003361,1/70,0.0344612964819566,0.0486827112009011,0,0,32.07890499194847,108.03913520130236,STAT3
tretinoin HL60 DOWN,1/70,0.0344612964819566,0.0486827112009011,0,0,32.07890499194847,108.03913520130236,HGF
ritonavir CTD 00007290,1/70,0.0344612964819566,0.0486827112009011,0,0,32.07890499194847,108.03913520130236,STAT3
136572-09-3 BOSS,1/70,0.0344612964819566,0.0486827112009011,0,0,32.07890499194847,108.03913520130236,ERBB2
GW-8510 MCF7 UP,1/71,0.0349457600054768,0.0491762499046143,0,0,31.61904761904762,106.04896194083372,MDM2
camptothecin BOSS,1/71,0.0349457600054768,0.0491762499046143,0,0,31.61904761904762,106.04896194083372,JAK2
sphingosine BOSS,1/71,0.0349457600054768,0.0491762499046143,0,0,31.61904761904762,106.04896194083372,STAT3
bucladesine HL60 DOWN,1/72,0.0354300047601861,0.0497935202035049,0,0,31.172143974960875,104.12107765370268,HGF
Benzo[b]fluoranthene CTD 00000306,1/73,0.0359140308301434,0.0504088967435947,0,0,30.73765432098765,102.2527178173034,HDAC1
"1,5-isoquinolinediol HL60 DOWN",1/74,0.0363978383040335,0.0508266488849164,0,0,30.315068493150687,100.4412761916998,HGF
ns-398 CTD 00002958,1/74,0.0363978383040335,0.0508266488849164,0,0,30.315068493150687,100.4412761916998,HGF
DMBA CTD 00007046,1/74,0.0363978383040335,0.0508266488849164,0,0,30.315068493150687,100.4412761916998,MDM2
Benzo[k]fluoranthene CTD 00001069,1/74,0.0363978383040335,0.0508266488849164,0,0,30.315068493150687,100.4412761916998,ERBB2
methotrexate CTD 00006299,2/619,0.036501336146696,0.050906077997691,0,0,7.84967585089141,25.98561727130589,ERBB2;MDM2
Panobinostat CTD 00004412,1/76,0.0373647978046119,0.0519775276466703,0,0,29.503703703703703,96.97944863399395,HDAC1
epoprostenol BOSS,1/76,0.0373647978046119,0.0519775276466703,0,0,29.503703703703703,96.97944863399395,STAT3
SELENIUM CTD 00006731,3/1559,0.0374470926457356,0.0520257317673579,0,0,5.077304443628351,16.678062687143395,ERBB2;STAT3;PML
"Dibenz[a,h]anthracene CTD 00001246",1/78,0.038330883967986,0.0531184331129958,0,0,28.734487734487736,93.71751271850756,ERBB2
"3,4-Dihydro-2-phenyl-2H-1-benzopyran-3,4-diol BOSS",1/78,0.038330883967986,0.0531184331129958,0,0,28.734487734487736,93.71751271850756,ERBB2
latamoxef HL60 DOWN,3/1578,0.0386342110300978,0.0534709232507818,0,0,5.010884353741496,16.30349901406064,HGF;JAK2;IGF1R
temozolomide BOSS,1/79,0.0388135997677023,0.053515720891832,0,0,28.36467236467237,92.15638325126108,STAT3
berberine BOSS,1/79,0.0388135997677023,0.053515720891832,0,0,28.36467236467237,92.15638325126108,STAT3
diphenhydramine BOSS,1/79,0.0388135997677023,0.053515720891832,0,0,28.36467236467237,92.15638325126108,JAK2
Kinome 3629 Roche,1/80,0.03929609749471,0.0539087166635971,0,0,28.0042194092827,90.63929849888726,JAK2
hesperadin TTD 00008420,1/80,0.03929609749471,0.0539087166635971,0,0,28.0042194092827,90.63929849888726,IGF1R
Gallic acid BOSS,1/80,0.03929609749471,0.0539087166635971,0,0,28.0042194092827,90.63929849888726,STAT3
CARBON TETRACHLORIDE BOSS,1/80,0.03929609749471,0.0539087166635971,0,0,28.0042194092827,90.63929849888726,STAT3
ebselen CTD 00001949,1/81,0.039778377237952,0.0544335688519343,0,0,27.65277777777778,89.16449601956255,MDM2
biotin BOSS,1/81,0.039778377237952,0.0544335688519343,0,0,27.65277777777778,89.16449601956255,ERBB2
KIN001-220 LINCS,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,JAK1
Dasatinib Kinome Scan,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,JAK2
Dasatinib FDA,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,JAK2
clioquinol CTD 00006162,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,MDM2
gabexate PC3 UP,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,MDM2
ebselen BOSS,1/82,0.0402604390785998,0.0546820888977998,0,0,27.310013717421125,87.73030443537515,MDM2
metformin CTD 00006282,1/83,0.0407422831141832,0.055062590545406,0,0,26.97560975609756,86.33513767066536,IGF1R
Palbociclib FDA,1/83,0.0407422831141832,0.055062590545406,0,0,26.97560975609756,86.33513767066536,JAK2
PD0332991 LINCS,1/83,0.0407422831141832,0.055062590545406,0,0,26.97560975609756,86.33513767066536,JAK2
SB 218078 RBC,1/83,0.0407422831141832,0.055062590545406,0,0,26.97560975609756,86.33513767066536,JAK2
menadione HL60 DOWN,1/84,0.0412239094208194,0.0556446342243941,0,0,26.64926372155288,84.97748965941867,HGF
Isoflavone BOSS,1/85,0.0417053180950637,0.0560864622657754,0,0,26.33068783068783,83.65592938917332,ERBB2
acetoacetic acid BOSS,1/85,0.0417053180950637,0.0560864622657754,0,0,26.33068783068783,83.65592938917332,STAT3
curcumin TTD 00007338,1/85,0.0417053180950637,0.0560864622657754,0,0,26.33068783068783,83.65592938917332,MDM2
WH-4-025 LINCS,1/86,0.0421865092184754,0.0565299121441085,0,0,26.01960784313725,82.36909635390154,JAK2
Vincristine sulfate BOSS,1/86,0.0421865092184754,0.0565299121441085,0,0,26.01960784313725,82.36909635390154,STAT3
scriptaid MCF7 DOWN,2/670,0.0421903648328282,0.0565299121441085,0,0,7.2312874251497,22.89109884775287,JAK2;IGF1R
ANTIMONY POTASSIUM TARTRATE CTD 00005425,1/87,0.0426674828826635,0.0570292427268893,0,0,25.71576227390181,81.11569629500502,PML
calcitriol BOSS,1/87,0.0426674828826635,0.0570292427268893,0,0,25.71576227390181,81.11569629500502,JAK2
Gefitinib,1/88,0.0431482391729825,0.0575309855639766,0,0,25.41890166028097,79.89449726957503,ERBB2
GNF-Pf-4325 CTD 00005408,1/88,0.0431482391729825,0.0575309855639766,0,0,25.41890166028097,79.89449726957503,MDM2
"Octa-2,4,6-trienoic acid CTD 00002551",1/89,0.0436287781768767,0.058100763133109,0,0,25.12878787878788,78.70432597937861,MDM2
cicloheximide HL60 DOWN,2/684,0.0438091441286486,0.0582698969409066,0,0,7.077712609970675,22.13846725401414,HGF;IGF1R
harmine MCF7 UP,1/90,0.0441090999770031,0.0585974904803983,0,0,24.845193508114857,77.54406436315156,MDM2
"7,8-Benzoflavone CTD 00000606",1/91,0.0445892046624482,0.0590198927168405,0,0,24.567901234567906,76.41264641223972,MDM2
SB 202190 CTD 00003161,1/91,0.0445892046624482,0.0590198927168405,0,0,24.567901234567906,76.41264641223972,MDM2
Eicosapentaenoic acid BOSS,1/91,0.0445892046624482,0.0590198927168405,0,0,24.567901234567906,76.41264641223972,STAT3
Diallyl trisulfide CTD 00001934,1/92,0.0450690923255239,0.0595828678201842,0,0,24.296703296703296,75.30905521028181,MDM2
KIN001-111/A770041 LINCS,1/93,0.0455487630468527,0.0599990943874104,0,0,24.031400966183572,74.2323201774775,ERBB2
Levorphanol tartrate BOSS,1/93,0.0455487630468527,0.0599990943874104,0,0,24.031400966183572,74.2323201774775,ERBB2
benzene BOSS,1/93,0.0455487630468527,0.0599990943874104,0,0,24.031400966183572,74.2323201774775,PML
thioguanosine MCF7 UP,1/95,0.0465074540299385,0.0611144883281502,0,0,23.5177304964539,72.15575261450543,MDM2
UNII-768N7QO4KH BOSS,1/95,0.0465074540299385,0.0611144883281502,0,0,23.5177304964539,72.15575261450543,PML
2-Naphthalenamine CTD 00007026,1/96,0.0469864744639164,0.0615218586505956,0,0,23.269005847953217,71.15418818005004,STAT2
hydroxyurea CTD 00006132,1/96,0.0469864744639164,0.0615218586505956,0,0,23.269005847953217,71.15418818005004,MDM2
luteolin BOSS,1/96,0.0469864744639164,0.0615218586505956,0,0,23.269005847953217,71.15418818005004,STAT3
15-delta prostaglandin J2 HL60 DOWN,1/97,0.0474652783026245,0.0618521287666659,0,0,23.02546296296296,70.17601174086535,HGF
hydrocortisone CTD 00006117,1/97,0.0474652783026245,0.0618521287666659,0,0,23.02546296296296,70.17601174086535,HGF
lovastatin CTD 00006225,1/97,0.0474652783026245,0.0618521287666659,0,0,23.02546296296296,70.17601174086535,MDM2
apigenin BOSS,1/97,0.0474652783026245,0.0618521287666659,0,0,23.02546296296296,70.17601174086535,STAT3
Omega-3 Fatty Acids BOSS,1/98,0.047943865635835,0.0623270253265856,0,0,22.78694158075601,69.220448859451,ERBB2
prednisolone BOSS,1/98,0.047943865635835,0.0623270253265856,0,0,22.78694158075601,69.220448859451,JAK2
okadaic acid CTD 00007275,1/99,0.048422236549271,0.0626505714594834,0,0,22.55328798185941,68.28675824910428,JAK2
33258 Hoechst BOSS,1/99,0.048422236549271,0.0626505714594834,0,0,22.55328798185941,68.28675824910428,STAT3
Toxoflavin TTD 00011503,1/99,0.048422236549271,0.0626505714594834,0,0,22.55328798185941,68.28675824910428,MDM2
Calcimycin CTD 00005287,1/99,0.048422236549271,0.0626505714594834,0,0,22.55328798185941,68.28675824910428,MDM2
myricetin CTD 00001847,1/100,0.0489003911418304,0.0631196538142776,0,0,22.32435465768799,67.37423003045056,HGF
Hydroxyzine dihydrochloride BOSS,1/100,0.0489003911418304,0.0631196538142776,0,0,22.32435465768799,67.37423003045056,ERBB2
PHA-767491 LINCS,1/101,0.0493783294859182,0.0635862450455456,0,0,22.1,66.48218412151981,JAK2
NSC 95397 TTD 00009745,1/101,0.0493783294859182,0.0635862450455456,0,0,22.1,66.48218412151981,MDM2
lactose BOSS,1/102,0.0498560516752303,0.0641258049815683,0,0,21.88008800880088,65.60996868685889,ERBB2
ciclopirox MCF7 UP,1/103,0.0503335577922038,0.064663817775396,0,0,21.664488017429196,64.75695871628933,MDM2
"3,3'-Diindolylmethane CTD 00000841",1/104,0.0508108479280287,0.0650474161048152,0,0,21.45307443365696,63.922554665894864,ERBB2
AG-028671 MCF7 UP,1/104,0.0508108479280287,0.0650474161048152,0,0,21.45307443365696,63.922554665894864,MDM2
cholecalciferol CTD 00005655,1/104,0.0508108479280287,0.0650474161048152,0,0,21.45307443365696,63.922554665894864,PML
Axitinib,1/105,0.0512879221660425,0.0655045742752262,0,0,21.24572649572649,63.10618119534448,JAK2
bromocriptine HL60 DOWN,1/105,0.0512879221660425,0.0655045742752262,0,0,21.24572649572649,63.10618119534448,HGF
Tanshinone I CTD 00001048,1/106,0.0517647805964337,0.0659593237004733,0,0,21.04232804232804,62.30728596638391,MDM2
colforsin MCF7 UP,1/106,0.0517647805964337,0.0659593237004733,0,0,21.04232804232804,62.30728596638391,IGF1R
Chlorpyrifos oxon CTD 00000500,1/107,0.0522414233078482,0.0664890842099887,0,0,20.842767295597483,61.52533852087739,STAT3
SODIUM BICARBONATE BOSS,1/108,0.0527178503782264,0.0669394100151433,0,0,20.64693665628245,60.75982922373895,ERBB2
4-PHENYLBUTYRIC ACID CTD 00002847,1/108,0.0527178503782264,0.0669394100151433,0,0,20.64693665628245,60.75982922373895,HDAC1
clonidine HL60 DOWN,1/109,0.0531940618974191,0.0674656394796535,0,0,20.454732510288064,60.01026825392258,HGF
butyric acid BOSS,1/110,0.0536700579531296,0.0679903750403916,0,0,20.26605504587156,59.276184666906936,STAT3
thymidine BOSS,1/111,0.0541458386425502,0.0685136220135166,0,0,20.08080808080808,58.55712550002727,STAT3
AFLATOXIN B1 CTD 00007128,4/3081,0.0543681561101356,0.0687153084169769,0,0,3.664391723540245,10.670623179873845,STAT3;MDM2;PML;IGF1R
apigenin CTD 00007429,1/112,0.0546214040317676,0.0689555759568674,0,0,19.8988988988989,57.85265494685789,ERBB2
salicylic acid BOSS,1/113,0.0550967542198212,0.0693952198478025,0,0,19.72023809523809,57.16235353894127,STAT3
Sorafenib CTD 00004146,1/113,0.0550967542198212,0.0693952198478025,0,0,19.72023809523809,57.16235353894127,STAT3
Vitinoin CTD 00007069,2/780,0.0555368126369985,0.0698688933175143,0,0,6.173521850899743,17.84585633272105,MDM2;JAK1
ampyrone HL60 DOWN,2/781,0.0556645231905482,0.0699489750564772,0,0,6.165275994865212,17.807858779309065,HGF;JAK1
Healon BOSS,1/115,0.0560468093341457,0.0703484089573415,0,0,19.37231968810916,55.822657592283626,STAT3
celecoxib CTD 00003448,1/116,0.0565215144325384,0.0707815295416651,0,0,19.20289855072464,55.17249932078826,STAT3
ETHYLENE GLYCOL BOSS,1/116,0.0565215144325384,0.0707815295416651,0,0,19.20289855072464,55.17249932078826,ERBB2
Vandetanib,1/117,0.0569960046670181,0.071293971473521,0,0,19.03639846743295,54.53498142318387,ERBB2
Nandrolone phenpropionate BOSS,1/119,0.0579443409196367,0.072397277213093,0,0,18.71186440677966,53.29648635296648,STAT3
CP466722 LINCS,1/120,0.0584181871042884,0.0728226715957568,0,0,18.55368814192344,52.69484946624011,JAK1
luteolin CTD 00007430,1/120,0.0584181871042884,0.0728226715957568,0,0,18.55368814192344,52.69484946624011,STAT3
sulfaguanidine PC3 UP,2/809,0.0592848575680875,0.0738187736195571,0,0,5.94268897149938,16.79048149363287,MDM2;PML
15-delta prostaglandin J2 MCF7 UP,1/122,0.0593652360295357,0.0738346671346845,0,0,18.245179063360883,51.52523363729626,MDM2
CGP74514A LINCS,1/125,0.0607842020747778,0.0754820044501289,0,0,17.801075268817204,49.85058258369441,JAK2
formaldehyde CTD 00006001,4/3192,0.0608279889341698,0.0754820044501289,0,0,3.5135926390631536,9.837023763652358,STAT2;STAT3;MDM2;IGF1R
FLUOXETINE HYDROCHLORIDE BOSS,1/126,0.0612567624754281,0.0759277918537656,0,0,17.657777777777778,49.3125409946923,MDM2
POTASSIUM CHROMATE CTD 00001284,3/1897,0.0615579516626214,0.0762146068203885,0,0,4.094735254186152,11.415205668733917,STAT2;JAK2;IGF1R
daidzein CTD 00000166,1/127,0.0617291088801565,0.0762536050872521,0,0,17.516754850088184,48.78415662492463,IGF1R
0297417-0002B PC3 UP,1/127,0.0617291088801565,0.0762536050872521,0,0,17.516754850088184,48.78415662492463,JAK2
Oxotremorine BOSS,1/128,0.0622012413800101,0.0765769510563372,0,0,17.37795275590551,48.26518401321974,STAT3
alpha-GalNAc BOSS,1/128,0.0622012413800101,0.0765769510563372,0,0,17.37795275590551,48.26518401321974,ERBB2
L-histidine BOSS,1/128,0.0622012413800101,0.0765769510563372,0,0,17.37795275590551,48.26518401321974,ERBB2
colchicine HL60 DOWN,1/130,0.0631448649915911,0.0776511177599296,0,0,17.1068044788975,47.25453226369782,HGF
thimerosal CTD 00006868,1/131,0.0636163562830486,0.0779675208317498,0,0,16.974358974358974,46.76240127804881,MDM2
methazolamide HL60 DOWN,1/131,0.0636163562830486,0.0779675208317498,0,0,16.974358974358974,46.76240127804881,HGF
Docosahexaenoic acid BOSS,1/131,0.0636163562830486,0.0779675208317498,0,0,16.974358974358974,46.76240127804881,STAT3
lindane CTD 00001115,1/132,0.064087634006374,0.078369200823024,0,0,16.843935538592028,46.27877775631816,ERBB2
thiostrepton HL60 UP,1/132,0.064087634006374,0.078369200823024,0,0,16.843935538592028,46.27877775631816,HGF
isoproterenol BOSS,1/133,0.0645586982519235,0.078733707526082,0,0,16.715488215488215,45.80345349555044,STAT3
ACRYLAMIDE BOSS,1/133,0.0645586982519235,0.078733707526082,0,0,16.715488215488215,45.80345349555044,ERBB2
emetine HL60 UP,2/849,0.064602016431657,0.078733707526082,0,0,5.650236127508855,15.47887642190164,JAK2;PML
Adenosine triphosphate BOSS,1/134,0.0650295490975947,0.0791664075970718,0,0,16.588972431077693,45.33622688859099,JAK2
WH-4-023 LINCS,1/135,0.0655001866370672,0.0796505610330484,0,0,16.46434494195688,44.87690266099937,ERBB2
glutathione CTD 00006035,1/136,0.0659706109648584,0.0800443413040283,0,0,16.34156378600823,44.42529163101855,STAT3
Ethene BOSS,1/136,0.0659706109648584,0.0800443413040283,0,0,16.34156378600823,44.42529163101855,STAT3
lycorine HL60 DOWN,2/862,0.0663658270807243,0.0804344985262496,0,0,5.561046511627907,15.08474466021256,HGF;IGF1R
podophyllotoxin HL60 DOWN,1/137,0.0664408221450691,0.0804361172754052,0,0,16.220588235294116,43.98121048429159,HGF
colchicine CTD 00005701,1/140,0.0678501777388971,0.0820513777307593,0,0,15.86810551558753,42.69239642260823,MDM2
Demecolcine CTD 00005762,2/876,0.0682844456871253,0.0824851932415275,0,0,5.467963386727689,14.676414386913544,STAT3;MDM2
genistein BOSS,1/143,0.0692576181978487,0.0835683083669069,0,0,15.530516431924882,41.46526951018726,ERBB2
TITANIUM DIOXIDE CTD 00000489,1/145,0.0701948490122624,0.0845124312253479,0,0,15.313271604938272,40.67940505968954,MDM2
(-)-isoprenaline HL60 DOWN,1/145,0.0701948490122624,0.0845124312253479,0,0,15.313271604938272,40.67940505968954,HGF
SU-14813 Kinome Scan,1/146,0.0706631458293301,0.084889059676159,0,0,15.20689655172414,40.29570768167876,JAK1
wortmannin CTD 00000504,1/146,0.0706631458293301,0.084889059676159,0,0,15.20689655172414,40.29570768167876,MDM2
8-azaguanine HL60 DOWN,2/897,0.0711989192431212,0.0854387030917454,0,0,5.333798882681564,14.093377523161385,HGF;IGF1R
nifedipine BOSS,1/148,0.0715991027195359,0.0858246105046468,0,0,14.998488284202567,39.54610515433267,MDM2
ibuprofen CTD 00006137,1/149,0.0720667629517442,0.0861016467651035,0,0,14.896396396396396,39.17994060077916,PML
VANADIUM CTD 00006979,1/149,0.0720667629517442,0.0861016467651035,0,0,14.896396396396396,39.17994060077916,HGF
Zinc acetate dihydrate CTD 00007284,1/149,0.0720667629517442,0.0861016467651035,0,0,14.896396396396396,39.17994060077916,MDM2
HG-9-91-01 LINCS,1/153,0.0739352845331792,0.0882375199018925,0,0,14.501461988304094,37.77000181895698,ERBB2
carisoprodol BOSS,1/156,0.0753344527600507,0.0898091947750823,0,0,14.21863799283154,36.76680591747282,STAT3
raloxifene HL60 DOWN,1/160,0.0771970508155352,0.0919293124215534,0,0,13.858141160027952,35.496159958699565,HGF
trichostatin A ssMCF7 DOWN,1/161,0.0776621724057824,0.0923824534500157,0,0,13.770833333333334,35.189808228245795,IGF1R
ammonia BOSS,1/163,0.0785917826774274,0.0933865361085427,0,0,13.599451303155009,34.5900429790609,ERBB2
cinnamaldehyde CTD 00000671,1/165,0.0795205496250796,0.0943874349897684,0,0,13.432249322493226,34.00696027874125,MDM2
DL-METHIONINE BOSS,1/167,0.0804484739304522,0.0952817066508175,0,0,13.269076305220883,33.439908396149875,STAT3
Estrone sulfate BOSS,1/167,0.0804484739304522,0.0952817066508175,0,0,13.269076305220883,33.439908396149875,ERBB2
forskolin BOSS,1/168,0.0809121203148388,0.095727015583753,0,0,13.188955422488355,33.16219935568782,STAT3
methylergometrine HL60 DOWN,1/169,0.0813755562796324,0.0961711119668383,0,0,13.10978835978836,32.88826835221049,HGF
pyrvinium MCF7 UP,1/170,0.0818387819286867,0.0966139998552712,0,0,13.03155818540434,32.61804279883931,MDM2
5109870 MCF7 UP,1/171,0.082301797344196,0.0970556832611901,0,0,12.954248366013072,32.35145191648386,MDM2
morphine BOSS,1/172,0.0827646026035753,0.0974961661737909,0,0,12.877842755035738,32.0884266760251,STAT3
COBALT CTD 00005696,1/173,0.0832271978105011,0.0979354525959775,0,0,12.80232558139535,31.82889974049287,MDM2
dimethyl sulfoxide BOSS,1/177,0.0850754796261192,0.1000026089900131,0,0,12.508838383838384,30.82448495215476,STAT3
"O,P'-DDT CTD 00000838",1/178,0.0855370257686186,0.1004370238057328,0,0,12.437539234149405,30.581495433145506,ERBB2
PhIP CTD 00002156,1/179,0.0859983623481033,0.1007620297040008,0,0,12.367041198501871,30.34163310031636,MDM2
dUTP BOSS,1/179,0.0859983623481033,0.1007620297040008,0,0,12.367041198501871,30.34163310031636,STAT3
doxycycline HL60 DOWN,1/180,0.0864594894435785,0.1010853987927064,0,0,12.297330850403476,30.10484116010009,HGF
histamine BOSS,1/180,0.0864594894435785,0.1010853987927064,0,0,12.297330850403476,30.10484116010009,STAT3
folic acid BOSS,1/181,0.0869204071680327,0.1012989163580488,0,0,12.228395061728396,29.871064148550712,STAT3
hemin BOSS,1/181,0.0869204071680327,0.1012989163580488,0,0,12.228395061728396,29.871064148550712,STAT3
hydrogen sulfide BOSS,1/181,0.0869204071680327,0.1012989163580488,0,0,12.228395061728396,29.871064148550712,STAT3
trichostatin A CTD 00000660,4/3584,0.0871024124976042,0.1014028085793004,0,0,3.055865921787709,7.458362410754983,HDAC1;HGF;JAK2;JAK1
bilirubin BOSS,1/182,0.0873811155878078,0.1016189331436487,0,0,12.160220994475138,29.64024790437689,STAT3
glycerol BOSS,1/183,0.0878416147770708,0.1020457907835758,0,0,12.092796092796092,29.41233952395038,ERBB2
L-proline BOSS,1/184,0.0883019048329127,0.1024714984883535,0,0,12.026108075288404,29.18728732343428,STAT3
methane BOSS,1/186,0.0892218578773956,0.1033194791114698,0,0,11.894894894894897,28.7455506425572,STAT3
L-alanine BOSS,1/186,0.0892218578773956,0.1033194791114698,0,0,11.894894894894897,28.7455506425572,STAT3
17-Hydroxyandrostan-3-one CTD 00006776,1/187,0.0896815210246755,0.103413116112931,0,0,11.830346475507763,28.528768608049344,IGF1R
liothyronine BOSS,1/187,0.0896815210246755,0.103413116112931,0,0,11.830346475507763,28.528768608049344,STAT3
ethanol BOSS,1/187,0.0896815210246755,0.103413116112931,0,0,11.830346475507763,28.528768608049344,STAT3
Hydrogen BOSS,1/187,0.0896815210246755,0.103413116112931,0,0,11.830346475507763,28.528768608049344,ERBB2
D-glucose BOSS,1/188,0.0901409753843481,0.1038332754427301,0,0,11.766488413547236,28.314647577691105,STAT3
hydrogen peroxide BOSS,1/189,0.0906002210285699,0.1041425698559983,0,0,11.703309692671397,28.103141488494085,STAT3
Superoxide BOSS,1/189,0.0906002210285699,0.1041425698559983,0,0,11.703309692671397,28.103141488494085,STAT3
ciglitazone CTD 00001835,1/190,0.091059258031028,0.1044503253885321,0,0,11.64079952968842,27.89420530874704,STAT3
glutathione BOSS,1/190,0.091059258031028,0.1044503253885321,0,0,11.64079952968842,27.89420530874704,STAT3
anisomycin HL60 DOWN,2/1034,0.0912217242331535,0.1045268865294896,0,0,4.592538759689923,10.996660489470615,HGF;IGF1R
